location192,"Andrews, SC, US"
location193,"Tappahannock, VA"
location191,"Blackpool, England, GB"
location196,"Dordrecht, South Holland, NL"
location197,"Glasgow, Scotland, GB"
location194,"Charleston, SC, US"
location195,"Atlanta, Georgia"
artist640,Field Mob
artist641,Shawnna
artist29,7 Notas 7 Colores
artist28,69 Boyz
artist1558,RZA
artist1559,Rza As Bobby Digital
artist23,50/50 Twin
artist22,504 Boyz
artist1554,Roy Jones Jr.
artist1555,Run-D.M.C.
artist27,5th Ward Boyz
artist25,G-Unit
artist24,50 Cent
artist1399,New Boyz
artist1390,Nate Dogg
artist1393,Naughty by Nature
artist1394,Nice & Smooth
artist1395,Nefertiti
artist1396,Nelly
artist565,Da Backwudz
artist564,Da Youngsta's
artist567,Daddy Yankee
artist566,Dabrye
artist561,Da Lench Mob
artist563,Da' T.R.U.T.H.
artist562,Da Muzicianz
artist569,Daft Punk
artist568,DAFORCE
artist644,Dizzee Rascal
artist1178,Kelis
artist1179,Montell Jordan
artist629,Digable Planets
artist626,Dice
artist1175,Brian McKnight
artist624,Diamonique
artist625,Diaz
artist1170,Truth Hurts
artist1171,Faith Evans
artist1172,Joe
artist1173,Keyshia Cole
artist646,DJ Babu
artist195,Baby Bash
artist196,Jay Tee
artist197,Baby Blak
artist190,Baby
artist191,Rockabye Baby!
artist192,Baby Boy Da Prince
artist193,Baby D
artist199,Backbone
artist752,DTTX
artist753,Dubee
artist750,Death Grips
artist751,DTMD
artist756,Dungeon Family
artist757,Dutchmassive
artist754,Dudley Perkins
artist755,Dujeous
artist758,The Dove Shack
artist759,Devo Spice
artist289,Block Mccloud
artist280,Blaze Ya Dead Homie
artist281,Blazin' Squad
artist282,Bloods & Crips
artist283,Bliss n Eso
artist284,Blitz the Ambassador
artist285,Black Moon
artist286,Black Sheep
artist287,Black Child
artist1608,Snoop Lion
artist1609,Snowgoons
artist1603,Swollen Members
artist1600,Slick Rick
artist1606,Smut Peddlers
artist1604,Smoke DZA
artist600,Del the Funky Homosapien
artist601,De La Soul
location87,"San Francisco, CA, US"
location86,"Minneapolis, MN, US"
location85,"Ontario, CA"
location84,"Sydney, New South Wales, AU"
location83,"Waterbury, CT, US"
location81,"Morrisville, PA, US"
location80,"Newark, NJ, US"
location89,"Durham International Airport, Cary, NC, US"
location88,"North Carolina, US"
artist378,Calvin Crabtree
artist379,Cale Sampson
artist374,Cablez
artist376,Cage
artist377,Greedy Fingers
artist371,C-Rayz Walz
artist372,Clinton Sparks
artist172,Eric Az
artist173,Az Yet
artist170,Azealia Banks
artist171,AZ
artist176,B-Real
artist177,Baby Beesh
artist174,Aztlan Underground
artist175,Azeem
location458,"Saint Michael, Barbados"
location457,"Stockholm, Stockholm, SE"
location456,"Cleveland, Ohio"
location455,"Carson, CA"
location454,"Vineland, NJ, US"
location453,"Aurora, IL, US"
location452,"High Point, NC"
location450,"Shreveport, LA, US"
location299,"San Francisco, CA"
location298,North Carolina
location517,"Pensacola, FL, US"
location293,"Scotts Valley, CA, US"
location292,"Perth, Western Australia, AU"
location295,"Enfield, NC, US"
location294,"Delaware, US"
location297,"New Orleans, United States"
location296,United Kingdom
artist980,Frost
location512,"Bluford, IL, US"
location513,"Mobile, AL, US"
location69,"South Los Angeles, Los Angeles, CA, US"
location68,"Ann Arbor, MI, US"
artist985,King Tee
location61,"Bellingham, WA, US"
location60,"Canberra, Australian Capital Territory, AU"
location63,"Salt Lake City, UT, US"
location62,"St. Louis, MO, US"
location65,"El Monte, CA, US"
location64,"Michigan, US"
location67,"Budapest, Budapest, HU"
location66,"Bellevue,Washington,United States"
artist994,Kris Kross
artist995,KRS-One
artist996,KRS-One & True Master
artist997,KRS-One & Buckshot
artist990,Kokane
artist991,Kool G. Rap
artist993,Kottonmouth Kings
artist1549,The Roots
artist18,The 49ers
artist16,40 Glocc
artist17,415
artist1547,Royal Flush
artist15,40 Cal.
artist12,2 Pistols
artist1540,Remedy
artist1543,Richie Rich
artist1542,Rich Boy
artist1389,Olu Dara
artist1388,NAS-T
artist1385,Nas
artist1384,Nappy Roots
artist1382,N2Deep
artist576,Danny
artist577,Da Notorious Prime Playaz
artist575,Danny!
artist572,Da Monstar Mob
artist573,Dan-e-o
artist570,Dainjamental
artist571,Dälek
artist578,Dappy
artist579,Darc Mind
artist1163,Michael Jackson
artist1161,Megan Rochell
artist610,DF Dub
artist1167,Justin Bieber
artist616,The Disposable Heroes of Hiphoprisy
artist615,Dat Nigga Daz
artist614,Tha Dogg Pound
artist619,Diamond
artist1168,Toni Braxton
artist772,E-A-Ski
artist774,Eazy-E
artist775,Ebony Eyez
artist590,Dat Boy Grace
artist776,E.C. Illa
artist542,Deadly Snakes
artist1327,Dionne Warwick
artist1452,P.O.S.
artist1451,PMD
artist541,D-Sisive
artist1457,Pras
artist1322,Rihanna
artist1456,Prince Malik
artist767,E Money Bags
artist763,E-40
artist762,Dynasty Electric
artist761,Dyablo
artist1454,Potluck
artist769,E-Train
artist1619,Spice 1
artist1618,Speedy
artist1610,Solomon Wise
artist702,Domo Genesis
artist1612,Soopafly
artist1615,Soulja Slim
artist1614,Soulja Boy Tell`em
artist1617,South Park Mexican
artist657,DJ Hurricane
artist381,Calm
artist380,Cali Swag District
artist383,Cam'ron
artist382,Califa Thugs
artist384,Cam'ron & Vado
artist387,Camoflauge
artist389,Candyman
artist388,Camp Lo
artist149,Asher Roth
artist148,Artifacts
artist147,Artfull Dodgers
artist146,Ron Artest
artist145,Arsonists
artist144,Arrested Development
artist143,Army of the Pharaohs
artist141,Archie Eversole
location448,"Englewood, NJ, US"
location449,"Ferndale, MI, US"
location444,"Toledo, OH, US"
location446,"Dover, England, GB"
location447,"Whiston, Merseyside, England, United Kingdom"
location442,"Southgate, London, England, GB"
location288,"Villa Palmeras, Puerto Rico"
location289,"Miami,Florida,United States"
location286,"Bogota, Distrito Especial, CO"
location287,"Jakarta, DKI Jakarta, ID"
location284,"Hillside, IL, US"
location285,Italy
location283,Germany
location280,"Davis, California, U.S. "
location281,"Brighton, England, GB"
location58,"Cleveland, OH"
location59,"Beverly Hills, CA"
location54,"LeFrak City, New York, NY, US"
location55,New Jersey
location56,"Boston, MA, US"
location57,"Nashville, TN, US"
location50,"California, US"
location52,"Washington, DC, US"
location53,"Sindh, PK"
artist961,DJ Spooky
artist960,Killah Priest
artist963,Kanye West
artist967,DJ Kay Slay
artist966,Kardinal Offishall
artist968,the Kaze
artist21,4th Pyramid
artist1552,Royce Da 5'9
artist1550,Diego Roots
artist1551,Roots Manuva
artist1624,Strange Fruit Project
artist1570,Sam Sneed
artist1571,San Quinn
artist1572,Strong Arm Steady
artist1573,Sauce Money
artist1575,South Central Cartel
artist1576,Schoolboy Q
artist1577,Scratch
artist1578,Screwball
artist1579,Seagram
artist819,Fabolous
artist818,Fredro Starr
artist1370,Ms. Jade
artist548,Da Camp
artist1376,Murs
artist1377,Murs & 9th Wonder
artist1374,Murphy Lee
artist1375,Keith Murray
artist811,Everlast & Kool Nick
artist810,Everlast
artist813,Evil Ed
artist812,Évidence
artist815,Extended Famm
artist814,Extra Kool
artist817,Eyedea & Abilities
artist1116,Too $hort
artist606,Delinquent Habits
artist607,Demigodz
artist1112,Queen
artist1113,Quincy Jones
artist603,Prince Paul
artist608,Desdamona
artist609,Devin the Dude
artist1119,Plastic Little
artist1286,Solange
artist1287,Melanie C
artist1284,Joss Stone
artist1282,Playa
artist728,Drama Squad
artist1281,Blu Cantrell
artist788,Emanon
artist1412,Oddisee
artist1371,Ms. Toi
artist778,Edan
artist779,Eightball
artist1028,Lil' KeKe
artist1029,Lil' Kim
artist1023,Lil' Bow Wow
artist1020,Lord Finesse
artist773,Tha Eastsidaz
artist1026,Lil' Flip
artist1027,Lil Jon
artist1024,Bow Wow
artist1598,Slimm Calhoun
artist1599,Slim Thug
artist1590,Skatterman & Snug Brim
artist1591,Ski Beatz
artist1597,Slim
artist1594,Slaine
artist1595,Slaughterhouse
artist1628,Sunz of Man
location412,"Camden, AR, US"
artist1625,Streetlife
artist1627,Screwed Up Click
artist1620,Spooks
artist1621,St. Lunatics
artist1623,Statik Selektah
artist392,Capital D
artist393,Cappadonna
artist390,Canibus
artist391,Cannibal Ox
artist396,Ca$h Out
artist395,Cartel De Santa
artist398,Cassidy
artist399,Cassie
artist150,Asheru
artist154,Astonish
artist155,Astronomy Class
artist156,Atherton
artist157,Atherton & Sire
artist159,Atmosphere
artist1379,Mystikal
artist661,DJ Jimi
location471,"San Diego,California,United States"
location470,"Alabama, US"
artist1409,N.W.A
location472,"Strong Island, Chatham, MA, US"
location475,"Hesperia, CA, US"
location474,"Natchez, MS, US"
location477,"Freeport, NY, US"
location476,"München, Bavaria, DE"
location479,"Greenville, NC, US"
location478,"Jamaica, NY"
location273,"Compton, CA"
location272,"Fresno, CA, US"
location271,"Ibaraki Prefecture, JP"
location270,"College Point, New York, NY, US"
location277,"St. Petersburg, Russia"
location276,"Río Grande, Zacatecas, MX"
artist627,Dice Raw
location279,Miami Florida
location278,"High Wycombe, England, GB"
artist1176,Janet Jackson
artist622,Aim
artist623,Diamond and the Psychotic Neurotics
location43,"Liverpool, England, GB"
location42,"New York, NY"
location41,"Deerfield Beach, Florida"
location40,"Atlanta, GA, US"
location47,"Palmdale, CA, US"
artist620,Diamond D
location45,"Manhattan, New York, NY, US"
location44,"New Hampshire, US"
location49,"Bronx, New York, NY, US"
location48,"Schaumburg, IL, US"
artist972,Kendrick Lamar
artist970,Keak da Sneak
artist976,Khujo Goodie
artist977,Kid Cudi
artist974,Ke$ha
artist975,Kev Brown
artist978,Kid Rock
artist979,Kid Capri
location387,"Mid West, US"
location386,"Phoenix, AZ, US"
location385,"Libertyville, IL"
location384,"Virginia Beach, VA, US"
location383,"Plainfield, NJ, US"
location382,"Saint Ann, JM"
location381,"Dollis Hill, London, England, GB"
location380,"Bedford-Stuyvesant, New York, NY, US"
location388,"Kissimmee, FL, US"
location129,"Brooklyn, Nova Scotia, CA"
location128,"Kuala Kangsar, Perak, MY"
location123,Sacramento California
location122,"Columbus, OH, US"
location121,Detroit Michigan
location120,"Pontiac, MI, US"
location127,"Romeo, MI, US"
location126,"Manchester, England, GB"
location125,"Decatur, IL, US"
location124,"Miami Beach, FL, US"
location498,New York Ciy
location493,"Memphis, TN"
location492,"Franklin, IN, US"
location491,"Wichita, KS, US"
location497,"Cathedral City, CA, US"
location496,"Trenton, NJ, US"
location495,"Saginaw, MI, US"
location494,"Santa Monica, CA, US"
artist1566,Sadat X
artist1565,Shade Sheist
artist1564,Sean Price
artist1563,Sérgio Mendes
artist1562,Sick Jacken
artist1561,Sticky Fingaz
artist1560,Solomon Childs
artist78,Aesop Rock
artist79,Afroman
artist1569,Saigon
artist1361,Mr. Criminal
artist1363,Mr. Lif
artist1362,Mista Grimm
artist1365,Mr. Capone-E
artist1364,Mr. Mike
artist1367,Mr. Lil One
artist1366,Mr. Cheeks
artist1369,Mr Shadow
artist555,Da Brat
artist556,Da Bush Babees
artist557,Da Entourage
artist806,Estelle
artist551,Da General
artist552,Da Enforcerz
artist805,7L & Esoteric
artist1105,King Geedorah
artist1104,Madvillain
artist1107,MF Grimm
artist1106,Armageddon
artist1101,Methods of Mayhem
artist1100,Method Man
artist1103,MF DOOM
artist1102,Doom
artist1108,Mia X
artist1295,Fishbone
artist1294,Profyle
artist1296,Jennifer Hudson
artist1291,Tweet
artist1290,Kristen Mari
artist1293,Sarah Connor
artist1292,The 411
artist1299,Jonell
artist1403,Non Phixion
artist1039,Little Brother Montgomery
artist1038,Little Brother
artist709,Dorasel
artist708,Doo Wop
artist705,Don Trip
artist1030,Lil' O
artist1745,Zion I
artist1744,Z-Ro
artist1035,Lil' Scrappy
artist1742,Yung Wun
artist1037,Lily Allen
artist1036,Lil Wayne
artist1581,Jeremy Passion
artist1580,Sen Dog
artist1583,Shabazz the Disciple
artist1582,Shabaam Sahdeeq
artist1585,Sheek Louch
artist1584,Shawty Lo
artist1587,Silkk the Shocker
artist1586,Shyne
location516,Atlanta Georgia
artist1633,Sway & King Tech
artist1632,Slum Village
artist1631,Super Cat
artist1630,Supastition
artist1637,T-K.A.S.H.
artist1634,Swishahouse
artist1639,Travis Barker
artist1638,T-Pain
location514,"Carol City, FL, US"
artist820,Fakts One
artist821,Fam-Lay
artist822,Fat Joe
artist693,The D.O.C.
artist121,Athletic Mic League
artist692,Do or Die
artist129,Anquette
artist691,DMX
artist826,East Flatbush Project
location473,"Bowling Green, KY, US"
artist1476,P. Diddy
artist239,Rapper Big Pooh
artist238,Big Noyd
artist231,Big Gipp
artist230,Big Ed
artist232,BIG K.R.I.T
artist235,Big L
artist237,Big Moe
artist236,Big Mike
location467,"Portsmouth, VA"
location464,"Kingston, Jamaica"
location511,"Warner Robins, GA, US"
location463,"Kingston, Saint Andrew, JM"
location460,"East Orange, NJ, US"
location461,"Saint Catherine, JM"
location468,"Hayward, CA, US"
location469,"Reno, NV, US"
location260,"Colorado Springs, CO, US"
location261,"Albany, GA, US"
location262,"Reykjavik, Reykjavik, IS"
location263,East London
location264,"St. Paul, MN, US"
location265,Canada
location266,"Bolton, England, GB"
location267,"Baltimore,Maryland,United States"
location268,atlanta ga
location269,"Corona, New York, NY, US"
location36,"Orange County, CA"
location37,"Bandung, West Java, ID"
location34,"Illinois, US"
location35,"Hollywood, Los Angeles, CA, US"
location32,Taiwan
location33,Missouri
location30,Cardiff Wales
location31,"Tunis, Tunis, TN"
location38,"Carson, CA, US"
location39,"Hamburg, Hamburg, DE"
location274,Hong Kong
artist947,Junior M.A.F.I.A.
artist944,Joell Ortiz
artist943,Jin
artist942,Jim Jones
artist941,Jim Crow
artist940,Christion
artist949,Juelz Santana
location394,"Trondheim, Sor-Trondelag, NO"
location395,"Notting Hill, London, England, GB"
location396,"Athens, GA, US"
location397,"Brussels, Capital Region of Brussels, BE"
location390,"Walsall, England"
location391,"Macon, GA, US"
location393,Darien Connecticut
location398,"Paris, France"
location399,"Braintree, England, GB"
artist499,The Coup
artist498,Count Bass D
artist495,Corey
artist494,Cool Nutz
artist497,Corporate Avenger
artist496,Cormega
artist491,Coolio
artist490,Cool Breeze
artist493,The Cool Kids
location138,Australia
location139,"Baltimore, MD, US"
location130,"Collegeville, PA, US"
location131,"Inglewood, CA, US"
location132,"Seattle, WA, US"
location133,"Decatur, GA"
location134,"College Park, MD, US"
location135,"Cleveland, OH, US"
location136,"Paris, Ile-de-France, FR"
location137,Finland
location488,"Minneapolis, MN, US "
location489,"Humboldt, CA, US"
location480,"Irvington, NJ, US"
location481,"Georgetown, TX, US"
location482,"Roosevelt, NY, US"
location483,"Virginia Beach, VA"
location484,"St. Albans, New York, NY, US"
location485,"Greensboro, NC, US"
location486,"Irving, TX, US"
artist67,Absolute Beginner
artist65,Ab-Soul
artist64,Wax
artist61,D'Aveli
artist60,The Rainy States
artist69,Another Bad Creation
artist68,Abstract Rude
artist1354,Molemen
artist1355,M.O.P.
artist1357,Mos Def
artist839,Will Smith
artist837,Freeway
artist836,Frayser Boy
artist835,Frankie J
artist834,Frank Ocean
artist1358,The Mossie
artist1359,Motion Man
artist831,The Foreign Exchange
artist830,Flo Rida
location46,"Northport, NY"
artist1138,Sincere
artist1139,Maroon 5
artist1131,Moby
artist1133,Warren G
artist1134,Storm
artist1135,Swizz Beatz
artist1137,Mark Ronson
artist1008,Lady Luck
artist1009,The Lady of Rage
artist719,Dr. Dooom
artist716,Deep Puddle Dynamics
artist714,Doap Nixon
artist715,Deepspace 5
artist712,Dougie D
artist713,Downsyde
artist710,Dorwin Demarcus Dorrough
artist1003,Lupe Fiasco
artist1646,Tear Da Club Up Thugs
artist1647,Tech N9ne
artist1645,A Tribe Called Quest
artist1642,Terror Squad
artist1643,Tash
artist1640,T-Love
artist1648,TECH N9NE Collabos
artist1649,Termanology
artist136,Tropicalisimo Apache
artist137,Apathy
artist134,Apache
artist135,Apache Indian
artist132,AP.9
artist133,Apollo Brown
artist130,Antoinette
artist139,Arabesque
artist1437,The Perceptionists
artist228,Big B
artist229,Big Boi
artist222,Benzino
artist223,Beyoncé
artist227,Bahamadia
artist224,B.G.
location255,"Tampa Bay, FL, US"
location257,"Jessheim, Akershus Fylke, NO"
location256,"Barrow-in-Furness, England, GB"
location251,"Denton, TX, US"
location250,"Amityville, NY, US"
location253,"Iowa, US"
location252,Connecticut
location259,"Faro, Faro, PT"
location258,"Harrisburg, PA, US"
location25,United States
location24,"Hempstead, NY, US"
location27,"Virginia, US"
location26,"Philadelphia, PA, US"
location21,"Barcelona, Catalonia, ES"
location20,"Jacksonville, FL, US"
location23,"Raleigh, NC, US"
location22,"Staten Island, New York, NY, US"
location29,"South Carolina, US"
location28,"Portland, OR, US"
artist958,K'naan
artist959,k-os
artist950,JT Money
artist951,Juicy J
artist952,Jungle Brothers
artist953,Jurassic 5
artist954,Juvenile
artist955,Kool Keith
artist10,2Mex
artist1013,Lawless
artist1433,Paul Wall
artist1011,Large Professor
artist1017,L.E.G.A.C.Y.
artist1016,"Lisa ""Left Eye"" Lopes"
artist488,Coo Coo Cal
artist489,Cool Cee Brown
artist486,Control Machete
artist484,Crucial Conflict
artist485,Consequence
artist482,Conejo
artist1400,Nicki Minaj
location109,"New Haven, CT, US"
location108,"Savannah, GA, US"
artist1401,Nino Brown
location105,"Louisiana, US"
location104,"New York,New York,United States"
location107,"Las Vegas, NV, US"
location106,"Florida, US"
location101,"Detroit, MI"
location100,"Cambridge, England, GB"
location103,"Halmstad, Halland, SE"
location102,Melbourne Australia
artist1151,The Prodigy
artist1404,Noreaga
artist1406,Antonious
artist1407,The Notorious B.I.G.
artist1349,Mobb Deep
artist1348,Main Source
artist1342,Black Uhuru
artist1340,Bounty Killer
artist1347,Mike Jones
artist1345,Missy Elliott
artist1344,Trish Stratus
artist4,213
artist5,2 Chainz
artist6,The 2 Live Crew
artist7,The New 2 Live Crew
artist824,Fiend
artist825,The Firm
artist2,1200 Techniques
artist827,Flesh-N-Bone
artist828,Flipmode Squad
artist829,Full Force
artist8,2Pac
artist9,Thug Life
artist684,DJ Khaled
artist1128,Main Flow
artist1127,All Star Tribute
artist1125,The Chemical Brothers
artist1124,Praxis
artist1122,Jason Aldean
artist1121,Goldie
artist1120,Taylor Made
artist58,Lit
artist59,Unknown
artist52,Alias
artist53,Tony Vinyl
artist50,R&B
artist51,R P Harrell
artist56,Maestro
artist57,Bass Mekanik
artist54,A+
artist55,DJ 360
artist723,Hands-On
artist722,RBX
artist721,Dr. Dre
artist1010,Lake
artist727,Dr. Octagon
artist726,RC
artist725,Maurice Wilcher
artist1014,LeCrae
artist1019,LEN
artist1018,Living Legends
